Rank,Node,PageRank
632,DefiToronto,1.9426496734779655E-5
633,MNblockchain,1.9424189913640545E-5
634,Crypto4bailout,1.940008276616769E-5
635,BitcoinNL,1.9372623160699475E-5
636,BlockchainGames,1.9369801063547446E-5
637,PocketBitcoin,1.9354718080717468E-5
638,raynft_,1.9352440165094244E-5
639,BitcoinMemeHub,1.9349308895498726E-5
640,IamGrxxt,1.9349178492774232E-5
641,MDBitcoin,1.9345627820993166E-5
642,channelBSV,1.931835703568157E-5
643,CryptoLeadDev,1.9305479412990272E-5
644,cryptoemperortr,1.930149422849393E-5
645,QuestioningBTC,1.9278430428987263E-5
646,Defidyva,1.925011373431742E-5
647,AceMinersNFT,1.9246713612486938E-5
648,Ajay8307,1.924100777565592E-5
649,BowTiedSwan,1.9229786141864112E-5
650,ItsBitcoinWorld,1.9221136468832733E-5
651,blockchainbeck,1.9220311243976846E-5
652,CryptoDiffer,1.9217799136988648E-5
653,Ago_DeFi,1.9197087094607628E-5
654,DeFi_Land,1.919188989679554E-5
655,huahuayjy,1.9185687583046984E-5
656,BTCFrogsMerch,1.9169377653787493E-5
657,JoaoDeFi,1.9168095783299776E-5
658,tickerBITCOINbb,1.9154706004993647E-5
659,tonyherrera,1.9148660165302175E-5
660,BitcoinJungleCR,1.91448164769754E-5
661,Myria,1.9141439336824233E-5
662,Heve_Stanke,1.913251360967649E-5
663,RealmissNFT,1.91293965038036E-5
664,Web3_Memento,1.9122751092738793E-5
665,J4X_Security,1.9118314610722625E-5
666,vladshkoda_,1.9103837571541766E-5
667,raffayalvi,1.908870454754033E-5
668,Tenacious_DeFi,1.9084889365449557E-5
669,DeFi_Owl,1.905281708664788E-5
670,TheSurgeDefi,1.9052188513316763E-5
671,BITCOINisforALL,1.9041535913843555E-5
672,TheBTCPath,1.9039469607805874E-5
673,DaCryptoPirates,1.903796947712688E-5
674,DeFi_SCI,1.9035959500899147E-5
675,boredpasha,1.9032758210685975E-5
676,bitbrunchpod,1.9022697850537734E-5
677,ColumbusBitcoin,1.9004533121058058E-5
678,CryptoBitcoin88,1.8993800648086834E-5
679,RefugioBitcoin,1.89881494233884E-5
680,LincoinMining,1.8981618936675136E-5
681,BTC_On_Base,1.8966140485968352E-5
682,AustinBTCclub,1.8943807414489297E-5
683,rehashweb3,1.8916245130293647E-5
684,DeFi_Cheetah,1.8911714090737167E-5
685,BarryWebThree,1.8894943194407836E-5
686,LiftedDeFi,1.889463911317564E-5
687,AgoraHub_io,1.8894065750188814E-5
688,BitcoinKeegan,1.888740601430155E-5
689,CryptoGideon_,1.8882390742709706E-5
690,immutablelina,1.887190504029486E-5
691,bitcoinracing21,1.8850964627063903E-5
692,MonikaNFT,1.8807551912711792E-5
693,OneTokenDeFi,1.8804350738980253E-5
694,AdamBoudj,1.8801725260340298E-5
695,DefiPlayGirl,1.8798694543536963E-5
696,bitcoin_guide1,1.879823764517446E-5
697,BuyWeb3,1.8796947747779535E-5
698,saku_web3,1.879252384822663E-5
699,Element_Market,1.877594690680138E-5
700,UCIBlockchain,1.8752611229155827E-5
701,_BitcoinMatrix,1.874500971544624E-5
702,filippoweb3,1.8736456984153882E-5
703,DeFiDeRekt,1.873335659696935E-5
704,BlockchainRMIT,1.8665964197653426E-5
705,beskay0x,1.864116726051908E-5
706,mfers_btc,1.8636038096682004E-5
707,Ebubechi_GMI,1.8630282084051074E-5
708,blockchain_bri,1.8614641609704106E-5
709,thecryptovalley,1.861342002063375E-5
710,LandM_Marius,1.8607737209374672E-5
711,CryptoFightWeek,1.8605162606568878E-5
712,BiTAmembers,1.8587530511407523E-5
713,vivekbrijgupta,1.8565072484947016E-5
714,Yoan_GJ,1.856499250858756E-5
715,BBoyBlockchain,1.8557694092468704E-5
716,blinkbtc,1.854772509489152E-5
717,BTCFrontierFund,1.85399561748462E-5
718,ChadsDefi,1.853771004050114E-5
719,bitcoin_benhodl,1.8535183234170842E-5
720,WessWeb3,1.853123450120088E-5
721,DeFiDownsin,1.8529084012430515E-5
722,KritpoH,1.851985181839408E-5
723,PalmTreeCrypto,1.8502659785048532E-5
724,BitcoinDiamond_,1.8491150749540732E-5
725,BitcoinEventsUK,1.8475380339176317E-5
726,DeFiDaddyK0ol,1.8442797881791453E-5
727,0xSmartContract,1.8431125004544442E-5
728,BitcoinNewslet1,1.843105969641147E-5
729,CbCryptoschool,1.83686845785887E-5
730,EthicHub,1.8368670814043024E-5
731,eBTCprotocol,1.8367718961827927E-5
732,JakeBlockchain,1.8360507830964482E-5
733,defi_iintern,1.833918317117386E-5
734,HouseOfCrypto3,1.8335561956379728E-5
735,bitlivewireio,1.8320195687985917E-5
736,wh01s7,1.8316910506764737E-5
737,KinglyCoin,1.8293191574964154E-5
738,oregonblock,1.8289292965272488E-5
739,usblockchaincap,1.8288838675546547E-5
740,jyp_nft,1.82863591939652E-5
741,FractalBitcoin,1.8269245191273576E-5
742,Henry_DeFi,1.8258279079915048E-5
743,BlockchainCards,1.825530454185254E-5
744,Web3Pikachu,1.82548561238125E-5
745,0xYamen,1.8252118782314687E-5
746,web3_medic,1.825094820073249E-5
747,BitcoinBrains,1.824272564089207E-5
748,showdown_gg,1.823516512738278E-5
749,mawhelchel99,1.8227481011762044E-5
750,Bu66leDeFi,1.8214526873140123E-5
751,nufiwallet,1.8208519018781044E-5
752,Web3Jesper,1.820143038949207E-5
753,Davidnft_nftfi,1.819934700339361E-5
754,cousincrypt0,1.8187710671312086E-5
755,ChainPolizei,1.8179594772748627E-5
756,gnonweb3,1.8161416732878567E-5
757,crypto_bobby,1.815407906878034E-5
758,DeFi_matias,1.814953295367115E-5
759,OmniX_NFT,1.8144439734158135E-5
760,UpBitSi,1.8134085552921236E-5
761,ArgoBlockchain,1.8117043962281233E-5
762,BitcoinUndisc,1.8115348259060877E-5
763,Crypt0_Andrew,1.8107498001805315E-5
764,TheBitcoinRodeo,1.8104681975910844E-5
765,BTCFoundation,1.8084079764575453E-5
766,Block_Maxi,1.8072194282895353E-5
767,bitcoin_wear_,1.8057164404529937E-5
768,helio_pay,1.8049619094585543E-5
769,bitcoinofficesv,1.8047020342508675E-5
770,MoonwellDeFi,1.8014849979893128E-5
771,Garcia_Capital,1.8009187481233907E-5
772,shakepay,1.7999799936005126E-5
773,MichaelXBT,1.7993035243243266E-5
774,roninn_web3,1.7992445826187447E-5
775,Web3WithBinance,1.7987877020919466E-5
776,BitcoinEventsHQ,1.7982366227898967E-5
777,BitcoinAR,1.7981167679261707E-5
778,bitcoinmama,1.7976651191321977E-5
779,DeFiAzog,1.7942687700727292E-5
780,Cipherhoodlum,1.7932628889519275E-5
781,Quackarian,1.792978030038328E-5
782,RBSBlockchain,1.7928311211241566E-5
783,BitcoinBearsOrd,1.7927809129671463E-5
784,RBXtoken,1.792601319503425E-5
785,PawsArena,1.792204597299632E-5
786,DeBankDeFi,1.7907908513419565E-5
787,MITBitcoinClub,1.788712752818028E-5
788,Nft500,1.78701542733049E-5
789,welshSaitaChain,1.7866769391073684E-5
790,AdamBitcoinP2P1,1.7849618016843628E-5
791,kris,1.784344458776704E-5
792,t_moneycrypto2,1.782947239874036E-5
793,CryptoTony__,1.782662162119145E-5
794,Crypto_Dep,1.782583777994558E-5
795,BitcoinReadyMe,1.78251641851256E-5
796,GraniteBTC,1.7816744461384076E-5
797,catapulta_sh,1.7812869756634588E-5
798,BTCMiningMuseum,1.781156490531776E-5
799,web3catalysts,1.7806154711631332E-5
800,Real_Lord_NFT,1.780589538482337E-5
801,opolis,1.7796828545266183E-5
802,GralBitcoin,1.779315893554957E-5
803,MMCrypto,1.778326874082879E-5
804,JungleDeFi,1.7774204071398485E-5
805,nickgon,1.7767229190614805E-5
806,crypto_banter,1.7758174205112804E-5
807,AdoptingBTC,1.7754750859268526E-5
808,Defiqueen01,1.775442734239269E-5
809,BitcoinMitch,1.7737351832340703E-5
810,BitcoinRobinW,1.7726533930599873E-5
811,Plan_DeFi,1.7714144505796015E-5
812,eclipse_eth,1.770497213820438E-5
813,portals_fi,1.7698451184469057E-5
814,NoFinntech,1.769811405542726E-5
815,ExponentialDeFi,1.766185107829013E-5
816,Mac_jess19,1.7658942743071223E-5
817,TAGOMI_Web3,1.7638981652308075E-5
818,EthereumRemix,1.7634397430070544E-5
819,DeFiGelato,1.7625658775610314E-5
820,Web3Arthur,1.76251396668494E-5
821,ThankGodForBTC,1.760856033353071E-5
822,omerhina01,1.760604025381232E-5
823,cryptoamanclub,1.759936295188345E-5
824,bailsecurity,1.7597016995467145E-5
825,attorneysanders,1.759568928403097E-5
826,CryptoNikyous,1.759103387859021E-5
827,CryptoPointHi,1.757429043228223E-5
828,Defi_Summit,1.7571068481140655E-5
829,Gems_1000x,1.7560135566498597E-5
830,FoxxiOfficial,1.755984194769094E-5
831,DeFiGray,1.7554488639819103E-5
832,NC_Blockchain,1.754901443860337E-5
833,romoolo,1.7524401370126456E-5
834,DeFiChronicles,1.7505730500236035E-5
835,bitcoininfo,1.7503417166664824E-5
836,0xSpotDeFi,1.7496309809053205E-5
837,BitcoinCom,1.7496230351453617E-5
838,CryptoApexInc,1.748948776016839E-5
839,mabling,1.746512421820987E-5
840,BlockchainBuds,1.7454505481595447E-5
841,SquaDeFi,1.745241471907749E-5
842,RoaringKitty_22,1.744804902631307E-5
843,RvCrypto,1.7441885427783465E-5
844,RealDeFiGregg,1.7436050042852563E-5
845,MasterBitcoin21,1.7434444721406683E-5
846,TheBitcoinLife_,1.743118453360726E-5
847,VarhaDaria,1.7426979485113387E-5
848,BlockchainPill,1.742513727160946E-5
849,CryptoJelleNL,1.742361264442987E-5
850,Web3Quant,1.7419949838529953E-5
851,btcven,1.7414659321645816E-5
852,SwanBitcoin,1.740640425330548E-5
853,ecassidy47,1.7403985103625642E-5
854,THENFTSTAR,1.7388841368539747E-5
855,BellsChain,1.7387831303272264E-5
856,LarsBitcoinBW,1.7371859449530095E-5
857,DefiHaley,1.7370113791659494E-5
858,rhode_sonal,1.7346110948555007E-5
859,LaunchMyNFT,1.7341781050003074E-5
860,DefiVaults,1.7339517010823857E-5
861,CryptoHornHairs,1.7313290919701583E-5
862,Crypto_Chase,1.731188121920454E-5
863,fizenapp,1.7293899304571484E-5
864,EvanWeb3,1.7290253434372608E-5
865,CryptoFeras,1.7285937628256115E-5
866,Jury_Of_Web3,1.7278773252976917E-5
867,BitcoinTourists,1.7270879073805196E-5
868,TheRavenCrypto,1.7260469864038818E-5
869,DeFiLegal,1.7256239530617328E-5
870,CryptoSharmin,1.7249906000571346E-5
871,eWealthatlantic,1.723046292549979E-5
872,b_block_oficial,1.722780888461257E-5
873,Erikkk_bitcoin,1.722301988929743E-5
874,BitcoinJiuJitsu,1.7222844868302023E-5
875,TravDoesDeFi,1.721119236943805E-5
876,alpsblockchain,1.720292874447732E-5
877,SharkyFi,1.7196891579929845E-5
878,Bl0ckChainBunny,1.718301782396397E-5
879,AlertTrade,1.718274880808002E-5
880,alviso,1.7165148034723357E-5
881,ThePooChain,1.7163209840526294E-5
882,joinwebzero,1.716092498404878E-5
883,CryptoLeee,1.7156521421050935E-5
884,web3monger,1.7152414273626682E-5
885,EthereumMemes,1.7147580236833902E-5
886,BitcoinJesus69,1.7147445697436237E-5
887,agatkn,1.7145004598090777E-5
888,NFTFeedOfficial,1.7114555832639026E-5
889,FlywheelDeFi,1.710594665180044E-5
890,ProteoDefi,1.709592377677174E-5
891,BtcInfinityShow,1.7090355749029496E-5
892,inanebanter,1.7081399823030513E-5
893,nyubnf,1.7071610731692967E-5
894,AnonBitcoinClub,1.706220700446293E-5
895,blocksurvey,1.7060190253253153E-5
896,defidude,1.7056267687344768E-5
897,Artmancrypto,1.7055726483132737E-5
898,CredibleCrypto,1.7047185402854606E-5
899,CharFadirepo,1.7030582208401923E-5
900,0xQTpie,1.70255715490972E-5
901,web3brett,1.7023490452580925E-5
902,BlockchainNewsM,1.7017088146923984E-5
903,DoctorDeFi,1.7014816293090648E-5
904,bitcoingold,1.701271484580748E-5
905,ensdomains,1.6998763047643312E-5
906,joinpoolpartyio,1.6990395090337187E-5
907,DeFiDave22,1.6981723497646547E-5
908,DeFi_Dumbledore,1.696728125042712E-5
909,bitcoinWOrder,1.6949061875063307E-5
910,BaronessDeFi,1.6948116319753083E-5
911,CryptoNecton,1.6941358170886815E-5
912,storeofvalue_eu,1.6940914744592943E-5
913,CoinCards,1.6926091178988435E-5
914,Web3Wizardd,1.691083046346851E-5
915,KamesGeraghty,1.6886106553235674E-5
916,C2DeFiDegen,1.688385601602419E-5
917,spotxgames,1.688345511208356E-5
918,AmeerWeb3,1.6876715540252455E-5
919,De_balla1,1.687335645146067E-5
920,BitcoinShooter,1.6868581876675547E-5
921,SwagOu_Official,1.6842389141492378E-5
922,TBSocialist,1.6840258653885092E-5
923,TCBcoin,1.6835633308357034E-5
924,harvard_crypto,1.6831897180014138E-5
925,Web3Brainiac,1.6829563950761023E-5
926,dailybitcoin777,1.6816481739065068E-5
927,CryptoDeFiGuy,1.6802390446228757E-5
928,NFTWhistledown,1.6796551400468843E-5
929,Chiliz,1.6779504498197378E-5
930,godblessBTCfilm,1.6776195814705796E-5
931,DeFiMinty,1.6770751754626093E-5
932,SAFEMOO14722391,1.676852226812871E-5
933,bakerfi_,1.6763373446546733E-5
934,0xKaiFi,1.6759890901767157E-5
935,DanDeFiEd,1.6755953224507592E-5
936,Web3daily,1.673703036798078E-5
937,iSafePal,1.6728043466879615E-5
938,saito_pickNEWS,1.670191920620747E-5
939,NEU_Blockchain,1.670015448821531E-5
940,Crypto_admiral1,1.668691251254456E-5
941,SeminalWeb3,1.667355562334695E-5
942,TheBlockchain,1.6669086190783442E-5
943,TheBitcoinWell,1.666433609770421E-5
944,TarikMoon,1.6662119259388593E-5
945,OracleSummit,1.6644099488639578E-5
946,DaCryptoLady_,1.6634592033960075E-5
947,newton_crypto,1.6629161434424987E-5
948,BTCMedellinConf,1.6623386992112167E-5
949,EdgeBitcoin,1.6620323810987108E-5
950,Thormichaey,1.6602277941331488E-5
951,Manisha_kh,1.659988625689791E-5
952,akiii345,1.659272466103402E-5
953,AUblockchain,1.657499401791167E-5
954,DrBitcoinMD,1.656705545319295E-5
955,web3broke,1.656289898314065E-5
956,BTCHomeCa,1.655641673510071E-5
957,Mammon_DeFi,1.6556341360709453E-5
958,EzyBitcoin,1.6555627593075263E-5
959,Sandrockweb3,1.6534089129108155E-5
960,LSDan_DeFi,1.6527603266964625E-5
961,NFTCulture,1.6527559600132498E-5
962,BTCJuniorClub,1.652743673886269E-5
963,allyATL,1.6525896070312225E-5
964,SwftCoin,1.6497598901138072E-5
965,ZakionBitcoin,1.6492037482099768E-5
966,AaronRijfers,1.6477277201581752E-5
967,SirRobArtII1,1.6473792847227907E-5
968,dTRINITY_DeFi,1.646071684259573E-5
969,bitcoinBroTen,1.645977704597419E-5
970,Punk4553,1.6458657910737378E-5
971,CMUBlockchain,1.6457608037221645E-5
972,blockchainwk,1.6456088458356694E-5
973,hika_san_nft,1.6446635983977428E-5
974,sheasmith1,1.643862013903862E-5
975,DailyBTCShow,1.6434582161058437E-5
976,MyfirstBitcoin_,1.6416543678364722E-5
977,ObserBlockchain,1.640710111058586E-5
978,ArnauRamioDeFi,1.640443213276469E-5
979,TheCrypto_Lover,1.639711353656972E-5
980,VelorexOfficial,1.6396200112909364E-5
981,_BlockchainBuck,1.6394528528403727E-5
982,BitcoinTina,1.6392043415789726E-5
983,DaCryptoAgency,1.6383578468886282E-5
984,chainnelsdotcom,1.6381318340993036E-5
985,bitcoin_racing,1.634471158387511E-5
986,Blockheaderweb3,1.633996334899342E-5
987,yerganjiev,1.632505627865733E-5
988,OttoSuwenNFT,1.629225968655568E-5
989,AxonWeb3,1.627726679977463E-5
990,DeFiGrogu,1.6272661809762065E-5
991,OntologyNetwork,1.6258909970551787E-5
992,Crypto_Neuz,1.62508154742002E-5
993,aspenft,1.623360634799366E-5
994,BitcoinBrabant,1.6218476379005582E-5
995,ethereum4impact,1.6216468372870838E-5
996,_Crypto,1.6209375681347915E-5
997,PropyInc,1.6206070243943027E-5
998,TheCryptoBubble,1.6203753642541383E-5
999,ePICBlockchain,1.6201522831464933E-5
1000,SmartCryptoNew1,1.619118123407697E-5
1001,redstone_defi,1.6180916632364495E-5
1002,nftvaluations,1.6176965487733364E-5
1003,BitcoinBrandon3,1.6170900787753653E-5
1004,dapps_market,1.6170401659288718E-5
1005,BowTiedIguana,1.6146895142505642E-5
1006,CryptoJackLive,1.6146893907411973E-5
1007,BTCBegins,1.614666133927344E-5
1008,bulls_cryptotm,1.614543172671264E-5
1009,keiblog_eth,1.6141371267549348E-5
1010,CryptoArch1tect,1.613851746222172E-5
1011,Khaled89816490,1.613653808700878E-5
1012,spacetime_btc,1.6133500628782278E-5
1013,BitcoinBoomer12,1.61310780200332E-5
1014,ElectronDeFi,1.611313167555346E-5
1015,CryptoGirlsFan,1.6075462794473528E-5
1016,web3pingu,1.6072038251569892E-5
1017,EthereumTowers,1.6069748998349912E-5
1018,BCBacker,1.6069148569574315E-5
1019,msvy_crypto,1.606895833659987E-5
1020,DeFi,1.6060935655819125E-5
1021,JfellzZ,1.6053110844838815E-5
1022,web3_intellect,1.6048800169966334E-5
1023,BitcoinBojji,1.6041217136293254E-5
1024,CobraBitcoin,1.6033611069346166E-5
1025,KenzoNft7,1.602956281034063E-5
1026,ChosenDeFi,1.6027065467183098E-5
1027,verababeeee,1.6018241690486084E-5
1028,Protocol_Blend,1.6013006783712163E-5
1029,MonsieurP4n4ch2,1.5994988974624467E-5
1030,DeFiKev,1.5993722467306853E-5
1031,Spider_DeFi,1.599359885309784E-5
1032,XO_app,1.5991368760555274E-5
1033,Bitcoin21_ar,1.5990671323158607E-5
1034,FeDeFiFoFum,1.5979015478819497E-5
1035,MetalBlockchain,1.5974806038563612E-5
1036,BlockchainGirls,1.597332064000581E-5
1037,Zozo_Blockchain,1.5963987306282644E-5
1038,btcexplorers,1.5958693274177434E-5
1039,NFT_Chen,1.592096215697431E-5
1040,Phoneixx8,1.5919672623770156E-5
1041,web3globalmedia,1.5910283664366134E-5
1042,btcpizzaxyz,1.5909546734155426E-5
1043,koreanjewcrypto,1.5895333441957086E-5
1044,MICKYNewsOz,1.5892415618199703E-5
1045,defimonkeyy,1.5890497966262184E-5
1046,QingTheCreator_,1.58862813182311E-5
1047,NEAR_Blockchain,1.5883313024934647E-5
1048,Borderless_DeFi,1.588313950836467E-5
1049,thecocox,1.585128790039497E-5
1050,OnePumpManTA,1.5843374741580185E-5
1051,web3spaghetti,1.5840884775851133E-5
1052,crypto_bitlord7,1.5839963529060285E-5
1053,Bitboy_Crypto,1.580892979197324E-5
1054,EdgeofNFT,1.5791959305549296E-5
1055,DeFiTechGlobal,1.5791155533950816E-5
1056,web_block3,1.578791909051773E-5
1057,BitcoinSuisseAG,1.5780724819334362E-5
1058,cyrilXBT,1.5774389045124006E-5
1059,InsureToken,1.5769474326762307E-5
1060,coldstoragecoin,1.5754498809545736E-5
1061,Cryptofuturenow,1.5754106130406447E-5
1062,EquilibriumDeFi,1.573914799716252E-5
1063,ducthotran2010,1.5737098401236515E-5
1064,syrup_dev,1.5736864268831696E-5
1065,Bitcoin_Buddah,1.572467451145209E-5
1066,OmaxBlockchain,1.5723997781534545E-5
1067,kaptencrypto707,1.571212550578804E-5
1068,btc_albert,1.5704113003208405E-5
1069,khlod__768,1.5691986901177838E-5
1070,karincaanaliz,1.5691489280342834E-5
1071,SD_LaunchPad,1.5682992689380922E-5
1072,BlockCityFi,1.5666118592085474E-5
1073,ScottLEOWarrior,1.5664712031237286E-5
1074,Crypto_TownHall,1.565312626869395E-5
1075,BlockchainAG,1.5642610000005342E-5
1076,simpleBTCapp,1.564037264272695E-5
1077,The_Jedi_DeFi,1.5632086393767735E-5
1078,EigenPhi,1.5624098992236854E-5
1079,DeFiNewsTime,1.5621781687761888E-5
1080,BSVBlockchain,1.5610897896640392E-5
1081,WorldPeaceBTC,1.560304677869429E-5
1082,BtcBluntClub,1.559832100221944E-5
1083,LeThach5,1.5598118827615152E-5
1084,NFTbank_ai,1.559654632249983E-5
1085,nebula_web3,1.5595714628921843E-5
1086,CryptoRubic,1.5581825321359288E-5
1087,xbt_blvrg,1.558122223169819E-5
1088,super__protocol,1.556523778215691E-5
1089,tommybutcher,1.5560131233551268E-5
1090,NFTInsider_io,1.555295381718189E-5
1091,CryptoCollecto,1.5551229685336652E-5
1092,TheW3Space,1.5542903737711282E-5
1093,ArenxFinance,1.5518495588072543E-5
1094,NeoOweb3,1.5509454767971893E-5
1095,wiiiig_,1.550802175902663E-5
1096,ThePossessedNFT,1.549904958438644E-5
1097,womenindefi_org,1.5489321322983466E-5
1098,MarkOfBitcoin,1.548519286727285E-5
1099,BTC_Bella69420,1.547334240079786E-5
1100,skalifowitz,1.5471029321235172E-5
1101,beincrypto,1.546898826081884E-5
1102,NYCBlockchainN1,1.54592727913629E-5
1103,mms_Blockchain,1.5439299630586827E-5
1104,nft_io,1.5434593543686658E-5
1105,DeFi_42069,1.54177493270229E-5
1106,WE_R_BITCOIN,1.541212755573261E-5
1107,ENQ_enecuum,1.5411476069075124E-5
1108,bitcoinenjoyoor,1.5400520484654045E-5
1109,DevveSquad100x,1.5399649258085807E-5
1110,blckchnmaster,1.5398912527080738E-5
1111,nordicblock,1.5392194173529067E-5
1112,OTC_Bitcoin,1.5390433494142932E-5
1113,gme_bitcoin,1.538935745832718E-5
1114,Btcexpertindia,1.538848030442285E-5
1115,web3mikenft,1.538640073608489E-5
1116,Im_Hxrrison,1.5385933258066624E-5
1117,CryptoSavingExp,1.5378765557718382E-5
1118,jrneofficial,1.5372811065306362E-5
1119,BitcoinHunterX,1.5361863069496978E-5
1120,NFTbyLC,1.5353147349297637E-5
1121,Tony1Million,1.535312725745653E-5
1122,SovrynBTC,1.534605552004898E-5
1123,FrenchieToken,1.534278727879048E-5
1124,Alien_SocialFi,1.5339937205196875E-5
1125,DavaoDefi,1.5336979470985672E-5
1126,BTC_Revolution,1.533343612252865E-5
1127,SyrupalOfficial,1.5317994040107063E-5
1128,Dynamo_Patrick,1.5315536878464413E-5
1129,RealCryptoFace1,1.5280095507670924E-5
1130,GoodnessDeFi,1.5279234746206147E-5
1131,Alastria_,1.5274633727524575E-5
1132,BitTowne,1.5256549255954689E-5
1133,CryptoSlimer,1.525384550824811E-5
1134,BitcoinGuruHQ,1.5253055916408581E-5
1135,paywflash,1.5248604886309624E-5
1136,RoarWeb3,1.5236626737124824E-5
1137,Aladdinbusiness,1.5234847140408815E-5
1138,PoliticsBitcoin,1.523228986387767E-5
1139,DeFiScribbler,1.5205316462410013E-5
1140,DaikiPromotes,1.5195558047052418E-5
1141,TheZaraCrypto,1.5185550312812673E-5
1142,w3__lab,1.5175065210733677E-5
1143,OpShinDev,1.5165708695559876E-5
1144,BlockchainBlvrs,1.5163153744938772E-5
1145,TheDeFiList,1.5154326619816328E-5
1146,happy4bitcoin,1.5153788507853043E-5
1147,mintdotstore,1.5153167872612006E-5
1148,BitcoinBmw1,1.5143095865285364E-5
1149,OkayBitcoin,1.5139676576500845E-5
1150,MagicDeFiGuru,1.5133701026990891E-5
1151,workthenhome,1.5133034449881382E-5
1152,BuyBitcoinLeb,1.5129035169503859E-5
1153,LoveIsBitcoin21,1.5111738004826201E-5
1154,BitcoinBazis,1.510863521626551E-5
1155,metasill,1.5102783466629926E-5
1156,BTCstacker,1.5101888684269475E-5
1157,btc_victoria,1.509643144899868E-5
1158,Lightningcats21,1.5085959250758138E-5
1159,kidsonthebchain,1.507904286572369E-5
1160,BTCchickens,1.5061402665329525E-5
1161,rockyrabbitio,1.505046231410524E-5
1162,buildingonbtc,1.5047266242705154E-5
1163,titcoinpodcast,1.5046867049383142E-5
1164,CryptoWorldJosh,1.5044189690023084E-5
1165,HappyfulofWeb3,1.5035279277461115E-5
1166,DeFiMalarky,1.5019893349819577E-5
1167,awakenedrg,1.5017025818900561E-5
1168,LiveCoinWatch,1.4970610108012343E-5
1169,TheWeb3CA,1.4956846618272784E-5
1170,CryptoStache,1.495669737016293E-5
1171,DeFiMatty8,1.495562522681082E-5
1172,josebitcoiner,1.4954616694373442E-5
1173,GalaxyFight_NFT,1.494995076957228E-5
1174,obbb_USA,1.4936759667120371E-5
1175,EtherWorldNews,1.4913737772755676E-5
1176,birdoncrypto,1.4912516115652405E-5
1177,BTCMiningInfo,1.4909160567949001E-5
1178,ethereumJoseph,1.490222887396463E-5
1179,VeridiseInc,1.48732075351227E-5
1180,BrewsBitcoin,1.486706519611095E-5
1181,CryptoCartelUSA,1.4834129360674584E-5
1182,myDeFiTalks,1.4834091985574543E-5
1183,PeggyDeFi,1.482066408196864E-5
1184,wthDeFi,1.4817271717381333E-5
1185,TheyaBitcoin,1.4803798357746276E-5
1186,LimeChainHQ,1.4749770113835807E-5
1187,SatsVault,1.4743269675312469E-5
1188,high_byte,1.4733317400052617E-5
1189,CryptoNagato,1.4728957106234525E-5
1190,CryptoVonDoom,1.4722132210273403E-5
1191,Okpara081,1.4715191930850587E-5
1192,_ninahaus_EN,1.4714976600883026E-5
1193,BlockchainRB,1.4713727632496529E-5
1194,deficook,1.4712919025911361E-5
1195,cryptojack,1.4702635527129938E-5
1196,DeFiRaccoons,1.4700634248022363E-5
1197,web3baddies,1.4697786664779585E-5
1198,blockchain_mane,1.4692633497765084E-5
1199,bf_idtwt,1.469131567098793E-5
1200,Web3bags,1.4689245765853284E-5
1201,THBitcoinBuddha,1.468585820737537E-5
1202,ChiniGives,1.4685091380308066E-5
1203,BacardoOfficial,1.4682847613515301E-5
1204,Blockboy_P,1.4679536000153212E-5
1205,oktokencash,1.467870343952671E-5
1206,web3_lord,1.467713766485522E-5
1207,nimo_web3,1.4676787793170003E-5
1208,crackeddevs,1.467125243035123E-5
1209,TeamBlockchain,1.4657045621742014E-5
1210,BlockCBallout,1.4652206981543341E-5
1211,GSR6669,1.4642075928785743E-5
1212,SparkDeFi,1.4637328422105255E-5
1213,untraceableinc,1.4614530476526036E-5
1214,Cipher_Dance,1.4611146527854536E-5
1215,vexanium,1.4609787349338464E-5
1216,TheBlockBureau,1.4606014352396662E-5
1217,niftydrops,1.4599753022463365E-5
1218,blockchain_con,1.4588375046203878E-5
1219,PartnerRweb3,1.4585410042921411E-5
1220,bitcoin_clown,1.458532118851987E-5
1221,PassionBlockch1,1.456865990350074E-5
1222,cryptomagz,1.4567765490749906E-5
1223,BlockchainToast,1.4563796825079422E-5
1224,bitcoinstudy,1.4542286519813694E-5
1225,Mr_Blockchain22,1.4539995952736299E-5
1226,DwellirOfficial,1.45362932588185E-5
1227,blockchain__m,1.4526570183966532E-5
1228,overnight_fi,1.4526058600994743E-5
1229,PromoTeamPD,1.452188851487507E-5
1230,VirtuoseWeb3,1.4519934138486186E-5
1231,ourcryptotalk,1.4518176889624966E-5
1232,Hodling_Bitcoin,1.4518159298865178E-5
1233,theBTCmentor,1.45119150171493E-5
1234,SobrinhoBTC,1.4509043802333847E-5
1235,zkoranges,1.4507332697150732E-5
1236,tyb0t,1.450717171439541E-5
1237,KorBlockchain,1.448946730041495E-5
1238,BchainBasement,1.4484040210083632E-5
1239,TaalBlockchain,1.448141671064673E-5
1240,altcryptocom,1.447720181911199E-5
1241,Jo_Web3,1.4474086123612039E-5
1242,DeFiCarrot,1.4459331895415065E-5
1243,BLOCKCHAINALETS,1.4444459039747692E-5
1244,DeFi__TJ,1.443280772527019E-5
1245,ILBlockchain,1.4428457759953305E-5
1246,GaryLeland,1.441956409068563E-5
1247,bsnbase,1.44111263981623E-5
1248,BTCTN,1.438681212755381E-5
1249,RandomizerAi,1.4385029369573754E-5
1250,defikaren,1.4373162314697098E-5
