crypto_linn,"crypthoem, TheDeFinvestor, rektdiomedes, alpha_pls, Dynamo_Patrick, karl_0x, ViktorDefi, LouisCooper_, defi_mochi, CryptoGirlNova, 0xngmi, ThorHartvigsen, BarryFried1, DefiIgnas, phtevenstrong, RiddlerDeFi","tethniley, bryanbryban_, vascodm_, Cryptowonder7, p1neappleX, CharlesBKK23, Mofaadel, Ponqu10, _Mysterious_Gem, Iam_Emmanuel001, cryptoshi47, justin_yuwei, 0xBebis_, CommunityRango, dutchdecrypto, AlexeyAtaman","thedefiedge, crypthoem, TheDeFinvestor, rektdiomedes, alpha_pls, Dynamo_Patrick, karl_0x, ViktorDefi, defi_mochi, 0xngmi, ThorHartvigsen, BarryFried1, DefiIgnas, phtevenstrong, Slappjakke, Subli_Defi, DeFiMinty, DAdvisoor, Vu_Benson"
WatcherGuru,"InuKishu, LucieSHIB, MrDiamondhandz1, terra_army, Yourpop8, ShibInformer, mannythehitman, theshibdream, DogelonMars, HappyCatKripto, Z_Humphries","freebirdusmc, Cyb0rgCatai, AdvantageVentur, BarnabyWestwood, roundtripmilly, maks_twain, SnoopyTheOG, Sthala_Ai, eng_eimy, jeffrevenaugh, NicoyaLuna, SouthieSean, AldoTirelli, Sith4s, cyberspider_, KXVOS_Net, Budwill16813311, Cryptofoli, _MeOuch_, AiFinancenews","remarks, BRICSinfo"
SoonaCrypto,"butertost, Alone20561706, Gravlilja, Princebrownydav, MihMiihmcampos, djjihed, Moonlight_Rox, DaniLDT, sreekanth12341, Siemajetsemak, edwardgruiz93, sunsunbohan82, GSerenity30, Dovee16881584, Sparkle6Adore, LeeKocch, pascal2511, Sophiepellegrit, FredericoFrana4, CavaleiroDlc, jxcobsfaith, YaseenAhmad135, yunjey_choi, IrenaZamoyska, King1829283",MrMonkasss,elonmusk
RayneGiveaway,"TheAureliya, vidialdiano, rieldy, TheMotre, bismakarisma, SCTV, adenneightixs, PiuPiu694086942, keishaelsyafa, Luc4s_ETHer, CalebD_ETHx, Karen8141160146, Yujin00hfd, ASDTkCZ00, favour45435, CqckMeme, RubyETH_Digital, ed_whales, s1997_su, bllyn49, bbbl48","JustCallMeTNC, Maxtell2000, CryptoBiosphere, juwan_iconia, eanggrenasss, Oxpapupu, defigiveaways, airdrop_wtf, SuksesBigwin99, Kseswin, eruoElemental, annisarahayu_4, satoshin_x, cryptosugenta, DanAccountanttt, JAMETCOMEBACK, ranaweay, BeLiMotorBaru, MiQiZi, launchpad123200","bliblidotcom, cryptoishy, OceansGallerie, PalcoinToken, MoonlanderTrade, GracyBitget, MangoOS_Network, CryptoXero, RWA_Inc_, FEGchris, Myaxcoin, solanex_ai, AlchemyPay, tangpingsol, CryptoBlastin, BASEchainCAT, CryptalaAPP, thexenixai"
DaCryptoLady_,"linee_isaa, Diario4e20, drezinR_, mcharrydiamante, Alejandroffale2, https_vallen, VAGNERPERE63555, Lopesg125, izaaxvii, cheng_qin32808, g01010010101010, cleonice144270, duran_haro611, karollora49, m26496015, Osmar_SEP, AlghamdyS67375, lourenzi_ana, MaiqueRatti, alznaty89561, anycst_01, LuisConsta9658, lu211i, brunuz, Matheus3576371, gar_bra62608, cfmanucst","ChiquioDeise, fedrizzimkt, heinerson181661, AusVite, Okdeirante, FLALoudMouth, wilsonl1962, Tata_imlove, BBattsen, NarsaTheDiamond, oye_diya, Nuggettrapgold, robbieangell, MarkBlackl55577, Rezwanul___, lucas122111, xistofer4i20, JasminaNft, pussylesscuck, Ethereumister","omusojoao, Diario4e20, MaconheiroMemo, oBrisadao, ppdo_community, megaethofficial, DaRealDivergenT, Bookof_Eth, AndymanCto, BWEDonSOL, MooWaanCTO, Build_Vertical, DreamCatSolana, Towelcatsui, yai_erc, babyshruboneth, BITUSA_ERC20, BRBErcCoin, BABYPNUT_BNB"
CremeDeLaCrypto,"AriDavidPaul, alistairmilne, jchervinsky, lawmaster, cmsholdings","AlexMM91, Maxtell2000, Cody_Gains, elysiagroberman, joshuasamuel91, Rafly_NaxF7, magicalzhee, thecryptogus, irwingtello, lightwordman, RayMora43446587, LassenJoseph, Ur84NKriptoN, Mr____Bates, Cyberpunk8000, zaineGal, BryanWienhoff, idelbtc, prgattee, Cryptokks","lopp, nic__carter, twobitidiot, cburniske, jespow, ercwl, TuurDemeester, fintechfrank, NeerajKA, AriDavidPaul, alistairmilne, jchervinsky, lawmaster, cmsholdings, MustStopMurad, laurashin, davidmarcus, pythianism"
CaleCrypto,"AshleyDCan, Helloimmorgan, itsALLrisky, iamlauwolff, dogeofficialceo, BigImpactHumans, theblondebroker, shelbystardust, lovennft, JohnWRichKid, keirstyyy, mikadontlouz, TheUnderDoge3, catandradec, x_cryptonat, defi_darling, vizurantvis, cessieclips, DogeGirl420, Anna__Perri","wreckless237, JETEYEGREEN, TonyItsme2, suprdazed, burkimdi, gox_solana, Cryptoswag077, YeloCatCTO, TomLydon, MelissaPerrow, bilbanbiba, fwsharp, MD_hippie, Bitcoinboss19, DsrptvTechInnov, BeenLucky7, growimprove, henry_nease, RafaelZabik, LoskiSol","AshleyDCan, Helloimmorgan, itsALLrisky, iamlauwolff, dogeofficialceo, BigImpactHumans, theblondebroker, shelbystardust, lovennft, JohnWRichKid, keirstyyy, mikadontlouz, TheUnderDoge3, catandradec, x_cryptonat, defi_darling, vizurantvis, cessieclips, DogeGirl420, lemonschweppes1"
CoinGapeMedia,"Crypt0Xia, XMetaversePro, cryptoshark299, NEST_Protocol, PandasOnTon, favourjet, crypto_tech_avi, david_coleman45, LeeSubadi24628, KhorZen45140, SomAo170211, gk7132, Choseapick, AbdouAis25701, rupinder5949, KamalRooprai1, vratko_kluka, YonturkR, ThomasStid23770, tngghx, Abdulkhale25351, sidneym42158842, Renaud37418, AguguomWisdom, wizardbt23","crypto_tech_avi, FebilTurk, MVRR_H, lilfreakkennel, TopG__Crypto, ReusBTC, 07mick07, pinkshark_io, Jo15924416, LambofGodCrypto, FlokiViking456, SuksesBigwin99, Hermes3Trismeg, MrGamatos, SnakeOfSolana, StevnEther, Its_GxC, griin_, MigelYuu90, ronak2099","sander_gortjes, NetworksManager, AlgoFoundation, sunshinelu24, cryptosmerkis, intotheblock, CvTradeExchange, TicTacc2017, DaissyWues15319, minchoi, _RichardTeng, bitcoinlfgo, coingape_daily, kryptogermany, Polymarket, PeckShieldAlert, WatcherGuru, gemsradarcom, W3Vibes"
Evaa_Crypto,"mohmahfudmd, ruhutsitompul, SCTV, HollyGiveaway, tribunnews, Indosiar, dntzzwho, SUDIPGHOSH1863, azierarchives, wonwinzone, modalk4win, PiuPiu694086942, MistrXz7034, alkaramadhan12, Caxhitos, berkah_win2024, 1xdithh, wincutienow, pick_november, hokibanget1988, Yujin00hfd","Maxtell2000, Rebeldogs2024, serend8pityx, eanggrenasss, Oxpapupu, airdrop_wtf, Kseswin, cryptosugenta, Token_Supporter, JukikCryptofans, Serbet48, JAMETCOMEBACK, dhan_R, 0x_1tsmeNada, MiQiZi, crypto_stu92339, aerusgirl","kuntect, HollyGiveaway, jackposio, Polymarket, Barbapapacoin, MaryonSOL, zentardtrades, grindonnear, tk_nine, PonkCTO, akimov_true, cryptotalk0x, PygmyCoin, elonspetfish, _prakhars, ericnode, MoonlanderTrade, NxNetAi"
Crypto_Vertex1,"izzyb0i, semangast, jiims, kyoongbh_, pipodelyth, MdrajaulI50512, JiniaRahma87201, DanAccountanttt, _MUGIWARA_135, zakir1298272072, JorgesSimo91479, choconelly1087, newpromeds, MunniParvi43190, MominMd80167, memecoinlord_, SIMPSON_ON_SOL, ROGER_ON_SOL, RABBIT_On_Sol, bm_ll39904, Azsphere, ZAAR7430_sol, mylove27198361","leddy_adam, Oxpapupu, DanAccountanttt, quantumcompassx, KenanganGebetan, cryptosugenta, JAMETCOMEBACK, 0x_1tsmeNada, MiQiZi, ahmedrazaeth, 0xpickeasy3, B1B1R1LEY, AvaxianJ, memecoinlord_, icshie, android18HQ, candicewoods806, TrueSaf, justboredofscam, izsokei","RobiReit, BlockOffice_, PainShoqapik, Lagottotooken, YuttCoin, MoJoGoGo_AI, rabbitstarcoin, LaughingStripes, kasnite"
TGFCrypto,"fhd_007, soudbinhabylas, free25_kuwait, falh9901, SaudiVibe, 122_hadee, thamerkhaleefa, U8k__, trend_kuw, abo6are81957, ahme03411438, metahome_JK, MansourRae42165, AlMeham52903, justin_mut63154, 2bxd8pwk48, HMuqCrypto, thechair_eth, aamer_rind, CqckMeme, black4ntking, Ali_E34, HELMYZZ4, CDriac, samer_saied","iTz_7mdan, Talal_AlQuraifa, aboody9077, AiLm8888, AlHajer25, LmulhemMuhammed, Dr_Zetawi, eanggrenasss, f_22_88, khalidkuo, Cryptod74211092, Oxpapupu, Kseswin, mudahffar434, Nassoory07, moha0567, Shahad_SK, haaaaaaa___, benibo3, mzona18","Open_Ant_, nabilgsary, center_alkory, CrushProtocol, SLAV_Coin, ahmadzmmo1990, karim07806072, X, Ai_Dajo, CGAAPromo, MaximalistInvt, BitcoinMagazine, Cookie3_com, TheMCACrypto, Chain_GPT, BNBCHAIN, EXNESS, litecoin"
DeFi,"RiddlerDeFi, AirdropAlertAAD, Indigo_protocol, DeBankDeFi, MuesliSwapTeam, wingriderscom, LenfiOfficial, 0xAdesola, WombatExchange, CryptoShiro_, AbacusFi, De_FiSecurity, RugDocIO, CardanoSpot, maria_cosmosfi, MichaelRosmer, daboyshine, tideexchange","enjoyhammock, Funi100x, K0walskixd, ibk_crypto, ofyblob, MarcusH75248164, Ponqu10, ang0503, jhspriggs1, Augustinrrr, Jonsart69, Laflame_m, irwingtello, AlanGut5, SonofBusiness, Gutter_Swan, yel_finance, cryptobrazil5, michael_stroev, SONAR_Donna_Mc","phtevenstrong, Indigo_protocol, MinswapDEX, MuesliSwapTeam, dcspark_io, De_FiSecurity, maria_cosmosfi, MichaelRosmer, FlintWallet, Milkomeda_com, RangoExchange, XcashX32242, AITECHio, dForcenet, LuisCosmeS70730, DarkVadoge, TomasCirka, Bobanjak, OurfocNetwork"
Deebs_DeFi,"OX_DAO, Cephii1, terra_money, TheRyanLion, Jared_Obliq, cryptrus, tweeterazzis, rebel_defi, Shigeo808, Flowslikeosmo, TheMoonMidas, Panterra0x, CryptoStreamHub, pronewchaos, orbital_command, speicherx, Skeleton_Punks","slaps777, Ponqu10, Evhenx, BTCR_2049, khebade_saurabh, stickerwq, JPlainclothes, Lazerduzit, curryrice0609, _aped__, PavelMihaiC, Degenshoutcast, crime_onchain, BullishBits, mrolympia8x, pujeetmanot, steldes, cryptostpn, dimpledhanna, tyhenry248","stablekwon, OX_DAO, Cephii1, terra_money, TheRyanLion, RujiraNetwork, Jared_Obliq, cryptrus, tweeterazzis, tfm_com, lurkaroundfind, rebel_defi, Flowslikeosmo, TheMoonMidas, Pryzm_Zone, Panterra0x, CryptoStreamHub, orbital_command, speicherx, Skeleton_Punks"
RAILGUN_Project,"crypto_condom, Tetranode, DeFi_Dad, blocmatesdotcom, dcfgod, korpi87, DAdvisoor, DefiMoon, redphonecrypto, pcaversaccio, systems_value, kindahangry, TokenBrice, ryanberckmans, intocryptoast, chutoro_au, 0xCha0s, zerokn0wledge_, MacroMate8","clvyprays, p1neappleX, Captbooty, trx314, nomad_notes, irwingtello, LassenJoseph, g_tenet, thereaperdarrow, SONAR_Donna_Mc, TopG__Crypto, bobo_smart, LilasLabs, idelbtc, SamRome530413, EliAlphaElite, Echardey1, emotrades_, 0xch123, _asocial__","bantg, crypto_condom, Tetranode, LogarithmicRex, pcaversaccio, OlympusDAO, 0xWenMoon, renprotocol, GetBlockWallet, 0xCha0s, ImpoverishDegen, avara, freyafoxtv, EFDevcon, Narodism, erktu, brittintech, mateo_ventures, annas_AoE, MichaelKdcl"
0xPolygonDeFi,"0xPolygon, sandeepnailwal, Fwiz, NarbTrading, 0xPolygonEco, MihailoBjelic, jdkanani, iftikharpost, DablClub, 0xPolygonFdn, _khanhamzah, Crypto_Texan, MayorOfMatic, stader_polygon, DelliBabu_POL, thematicman, GainsNetwork_io, 0xAishwary, QuickswapDEX","l0497271565811, Cryptowonder7, _B_S_G_, ofyblob, slaps777, PKTDat, Evhenx, FrdGrn, Jonsart69, dekakironz17, chaozuoye, CryptoInUA, Cryptovn79, crytomoon1, yel_finance, cryptobrazil5, greenCobolt, StormFrens, Ghissnrmnd, RRRHLLC","0xPolygon, sandeepnailwal, Fwiz, NarbTrading, 0xPolygonEco, MihailoBjelic, PolygonDaily, jdkanani, DablClub, 0xPolygonFdn, _khanhamzah, Crypto_Texan, stader_polygon, GainsNetwork_io, 0xAishwary, QuickswapDEX, sourcex44, chainyoda, muskan_kalra24"
ViktorDefi,"Dynamo_Patrick, rektdiomedes, CryptoKaduna, alpha_pls, ThorHartvigsen, CryptoGirlNova, LouisCooper_, cyrilXBT, RiddlerDeFi, Route2FI, defiprincess_, karl_0x, DefiIgnas, defi_mochi, crypto_linn","bryanbryban_, danrogers0203, chenmhiris_web3, Cryptowonder7, Cody_Gains, slaps777, Mofaadel, eyedology, justin_yuwei, _flykid","thedefiedge, TheDeFinvestor, crypthoem, Dynamo_Patrick, rektdiomedes, CryptoKaduna, alpha_pls, ThorHartvigsen, CryptoGirlNova, LouisCooper_, cyrilXBT, RiddlerDeFi, Route2FI, defiprincess_, crypto_condom, karl_0x, DefiIgnas, defi_mochi, crypto_linn, SamuelXeus"
DeFiKingdoms,"luigidemeo, 0xWorkhorse, riddle245, DeFinalFantasy, coopernicus01, cgcardona, chikn_nft, KaiaChain, TheBeaveDFK, CryptoGrady1, DFKnous, Franz_0x, dfkchain, shxinjp, DFK_Tales, PineCone_Magg, CryptoHellNBack, KnightsPeasants, AvascanExplorer","Aimlessly_Aware, lajulesy, p1neappleX, jskiii888, depaul_dave, Bit_Faced, bitgolas, _noahbalboah, g_tenet, LordFairclough, fernandahnke, WT7791, web3doc, FrostyyFox, TyreksRoaaarrrr, LoskiSol, TopG__Crypto, CommunityRango, VestaDAO, FamiglistmoOo","luigidemeo, 0xWorkhorse, harmonyprotocol, DeFinalFantasy, coopernicus01, PlayCrabada, chikn_nft, KaiaChain, TheBeaveDFK, CryptoGrady1, DFKnous, Franz_0x, dfkchain, shxinjp, PineCone_Magg, CryptoHellNBack, AvaLabs, AvascanExplorer"
TheDeFinvestor,"thedefiedge, crypthoem, Dynamo_Patrick, rektdiomedes, alpha_pls, ThorHartvigsen, CryptoKaduna, karl_0x, crypto_condom, ViktorDefi, DefiIgnas, LouisCooper_, RiddlerDeFi, CryptoGirlNova, defi_mochi, BarryFried1, corleonescrypto, cyrilXBT, crypto_linn, phtevenstrong","AlexMM91, chenmhiris_web3, Milojamesmeowgi, lilfreakkennel, shm5488, p1neappleX, cheatsCJ, Maxtell2000, justinalick, MenthaKP7, slaps777, _Mysterious_Gem, Showtime8719, Augustinrrr, TK_421X, rum_ham_, cryptoshi47, justin_yuwei, worldfolksart, 0xBebis_","thedefiedge, crypthoem, Dynamo_Patrick, rektdiomedes, alpha_pls, ThorHartvigsen, CryptoKaduna, karl_0x, crypto_condom, ViktorDefi, DefiIgnas, LouisCooper_, RiddlerDeFi, 0xngmi, CryptoGirlNova, defi_mochi, BarryFried1, corleonescrypto, cyrilXBT, crypto_linn"
thedefiedge,"TheDeFinvestor, alpha_pls, crypthoem, karl_0x, Dynamo_Patrick, defiprincess_, JackNiewold, rektdiomedes, 0xngmi, ThorHartvigsen, CryptoGirlNova, DefiIgnas, TaschaLabs, kyledoops, Cryptoyieldinfo","CryptoGainZ89, huerhodes, zaekaiii, danrogers0203, AlexMM91, OuttaTheBlock, CosmicMae88, haoli_info, p1neappleX, vishalsachdev, sammy_btc, Mofaadel, eyedology, TODonnell6, ELEDCrypto, Evhenx, cryptoshwaggins, 0xScaletta, TK_421X, rum_ham_","milesdeutscher, Route2FI, TheDeFinvestor, alpha_pls, crypthoem, Dynamo_Patrick, JackNiewold, rektdiomedes, 0xngmi, ThorHartvigsen, DefiIgnas, TaschaLabs, Cryptoyieldinfo, gametheorizing, LouisCooper_, blocmatesdotcom, crypto_linn, DeFi_Made_Here, TaikiMaeda2"
Shinobi_187,"KendallN46708, rE4ovF0KcD8RP, gifsnstuff, Sirslee6Sz, AchiCommunity, Yemisialabi634, EmeldaMenz19607, m7z6tl0W3F8hCj, renzi_ernestine, RobynAlons44707, DalilaPortno, RvN1778, n8I5GtBS6Wp6u, AdaiTobiasso, nic_helge, baum_jord, CasimirPhari, Riz1wan247, FuentLup, Txe8KeUk5akE9b, HaefArl, TaylorChadw, MiguelinaF6912, AlaiLeisu, SarjenMeh, AlyssiaPle, dilaura_i, mar_delag","helenwinifred12, AchiCommunity, TransfersLlVE, Elg1do, OX_DAO, mancityhardcore, hrhflower, XMenMediaNow, salim9081, surecr7, wildlifeworld98, ChiefGodd4Real, LeBronJames, swipeverse, chasenwachukwu, mariresisting, _CXMZ, Gnarlydemonarmy, KerryBurgess, tvbzify","TheOfficial1984, bdixdjd9680, rogerwaters, realRickWiles, Riz1wan247, ZeldaSchitz, JackFrost7464, davidicke, hewantswealth, JaydaBF, wegoagain121, NilePowerRanger, lfcunfiltered, LickshotLippy, YouKnwDutch, dervishconan, Drex_ie"
OpenOceanGlobal,"daomaker, SpaceIDProtocol, TrustWallet, ApeBond, LFJ_gg, CetusProtocol, BitgetWallet, Aptospad_DAO, VenusProtocol, AboardExchange, PancakeSwap, moverxyz, MultichainOrg, ArivaCoin, SaladVentures, _WOO_X, LahanuRam26813, Roxmery0630, crisor_l","franco_0111, MaksymCOiNS, kerkerben, PKTDat, swi3hh, WallstBuddah, 0xTribal, srKaplan_buyBTC, safenkk, sarpdy_eth, g_tenet, Cryptovn79, greenCobolt, thereaperdarrow, hsbskdkd, TopG__Crypto, Crypto_WenMoon, PerrieKitching, bennyj504, Psyvent","Galxe, daomaker, SpaceIDProtocol, lista_dao, TrustWallet, ApeBond, LFJ_gg, bsc_daily, BitgetWallet, odosprotocol, wpUSDT, TokenPocket_TP, VenusProtocol, enterprimal, AboardExchange, taho_xyz, PancakeSwap, moverxyz"
DefiIgnas,"TheDeFinvestor, Dynamo_Patrick, alpha_pls, rektdiomedes, crypthoem, ViktorDefi, ThorHartvigsen, defi_mochi, LouisCooper_, BarryFried1, phtevenstrong, crypto_linn, Slappjakke, cyrilXBT, SmallCapScience, korpi87, DeFi_Made_Here, blocmatesdotcom, TheDeFISaint","quickallG, Aimlessly_Aware, danrogers0203, nayeembhu1yan, AlexMM91, chenmhiris_web3, lilfreakkennel, 0xsloane, ReklawCrypto, OuttaTheBlock, p1neappleX, haoli_info, Maxtell2000, Reptiliantrust, trx314, slaps777, Mofaadel, Showtime8719, withoutnameNFT, mysterymeatpete","TheDeFinvestor, Dynamo_Patrick, alpha_pls, rektdiomedes, 0xngmi, crypthoem, crypto_condom, ViktorDefi, ThorHartvigsen, defi_mochi, LouisCooper_, BarryFried1, phtevenstrong, crypto_linn, Slappjakke, cyrilXBT, SmallCapScience, nansen_intern, korpi87"
DeFiSaver,"bantg, DeFi_Dad, zerion, CurveFinance, lemiscate, superphiz, scupytrooples, LefterisJP, bneiluj, CSBastiat, antiprosynth, DefiIgnas, CryptoGucci, safetyth1rd, mhonkasalo, LidoFinance, nanexcool, DeBankDeFi, litocoen","shm5488, trx314, mysterymeatpete, kerkerben, WallstBuddah, rum_ham_, parzivalsong3, TopG__Crypto, das_grasshopper, nvdran, idelbtc, floatweightless, TheNamesDemo, 0xtolstoy, mrolympia8x, kimbshane22, Crypto_Crazey, TylerTheDrake, rezcpu, m_shelud","0xngmi, CurveFinance, SkyEcosystem, LidoFinance, yearnfi, aave, LiquityProtocol, paraswap, Balancer, eulerfinance, llamalend, safe, sparkdotfi, ethbelgrade, Scroll_ZKP, MorphoLabs, PricaPavle, zarko_stamenic, ConvexFinance"
cyrilXBT,"CryptoGirlNova, crypthoem, ViktorDefi, DomSchiener, Vrom14286662, RvCrypto, CRyptOracl3, MoonacoPodcast, DigidusPrime, IotaPoet, ThomasQvOG, LinusNaumann, iota_penguin, Only1temmy, GodstarPL, thelearningpill, navinram999, RuggedWojak, DeFiMinty, DamiDefi","cryptobergmann, rinariskiss, xxmikecheckxx, lilfreakkennel, cookin_chef_, p1neappleX, MenthaKP7, slaps777, Mofaadel, Ponqu10, eyedology, 0xRoggerr, CryptoCaffeinee, tradewithrai, TK_421X, Jonsart69, cryptoshi47, dropaganda, TheEliteCrypto, GraySilvery","CryptoGirlNova, crypthoem, ViktorDefi, DomSchiener, RvCrypto, CRyptOracl3, Only1temmy, thelearningpill, navinram999, DeFiMinty, DamiDefi, MoonKing___, jiamibtc, CryptoJune777, Hasancamli01, soil_farm, zqinfo1, adinross, cb_doge, KaiCenat"
phtevenstrong,"Route2FI, crypthoem, TheDeFinvestor, Dynamo_Patrick, rektdiomedes, 0xngmi, alpha_pls, crypto_condom, ThorHartvigsen, JackNiewold, TheCoffeeBlock, takegreenpill, Cryptoyieldinfo, ViktorDefi, DefiIgnas, blocmatesdotcom, LouisCooper_","dillonlin_, danrogers0203, TyDavisIII, Andy_Piatnicia, hklst4r, Ponqu10, silenceboy2503, TODonnell6, impermanence_1, CryptoCaffeinee, ELEDCrypto, 0xScaletta, moncici_is_girl, justin_yuwei, 0xBebis_, fernandahnke, web3doc, punkpiratetv, SONAR_Donna_Mc, HarrisonVinett","Route2FI, crypthoem, TheDeFinvestor, Dynamo_Patrick, rektdiomedes, 0xngmi, alpha_pls, crypto_condom, ThorHartvigsen, JackNiewold, TheCoffeeBlock, Cryptoyieldinfo, ViktorDefi, thebreadmakerx, DefiIgnas, Carolinakeith_1, blocmatesdotcom, LouisCooper_, defi_mochi, JamesPelton18"
thekriskay,"CJ_Johnson17th, iCurlyCae, Michael_Crowe, NoTimeZone_, ashleyj9358, DontezAkram, crisssydon, thewealthdad, BusinessFamous, nullinger, flips4miles, StephenStorey, rainerhosch, _E_Johnson, JHartFlips, macomoroni, DecentralGames, DennisSchmelz, 0xMiles, TheStratUchiha, lampropeltis_","pjhoganjr, tokenaurelius, wagminftz, WildMetsCats, punkpiratetv, Hamad_al_marri, IAMRodOliveira, lampropeltis_, justinalick, Stephen19955, dgotcrypto, P2Ernie, mista__spacely, IAmBasedScott, DezF_PharmD, pujeetmanot, wwwcllcom, keemi3s, jablamsky, seannay93","CJ_Johnson17th, iCurlyCae, Michael_Crowe, NoTimeZone_, ashleyj9358, DontezAkram, crisssydon, WealthSquad, thewealthdad, BusinessFamous, nullinger, rainerhosch, _E_Johnson, GOAT_vicc, macomoroni, DecentralGames, 0xMiles, TheStratUchiha, justinaversano, UncommonYield"
Dynamo_Patrick,"phtevenstrong, defiprincess_","Cryptovestor77, danrogers0203, TyDavisIII, sophireum, shm5488, hklst4r, p1neappleX, Captbooty, Maxtell2000, eliana_esq, slaps777, Mofaadel, Ponqu10, _Mysterious_Gem, TK_421X, MRRydon, justin_yuwei, _flykid, 0xBebis_, FrostyyFox",DefiIgnas
defiprincess_,"CryptoDefiLord, SamuelXeus, _BillionAireSon, WisdomMatic, VanessaDefi, theNFTjosh, TradeWithThanos, PrudentSammy, neehyeehwah, kceeonyekachi1, O_H_JAY, ThePaulOla, thissdax, teddi_speaks, Joeconceptss, offshoda, NobleIrons7de, CryptoPlays_, _InvestorBen","peach3866, bobbyonbase_, invbillionz, ibk_crypto, BadassNinjaCat, Cody_Gains, Natureboyyyyyyy, shlugs, Mofaadel, fwsharp, BlockBoiy, nevedoton, piggyplinko, CrypticMicro, TWDTim, MoneyBrev, Bilngineer, EthCtoMonkeypox, Amerxyzz, Jman10985","CryptoDefiLord, SamuelXeus, _BillionAireSon, WisdomMatic, VanessaDefi, PrudentSammy, kceeonyekachi1, O_H_JAY, ThePaulOla, thissdax, teddi_speaks, offshoda, NobleIrons7de, Ebubechi_GMI, blessed_mayor, yinkadek, DefiPlayGirl, thesarahidahosa, hav3rs"
defi_wallet,"cryptocom, kris, cryptocomnft, realOscarRamos1, LoadedLions_CDC, ericnode, VVS_finance, CronosChainNews, BuiBaoToan2807, TexasHODLcro, _CryptoDiamond, CroHodler, FranciswongCro, VenoFinance, cryptocom_rni, CROResearch, nohaynovela, RFCryptoStudies, cronos_identity","JustCallMeTNC, Dumbbell1987, lamasmellsgood, PoetOfRespect, MCOWOLF101, ResistanceInRed, cry_bebi, engineersOfIno, taylotsec, beppino625, BostonSatoshi, KrisNFT, Asdogsnft, ray_vigil1, bruni_tom, PiotrAgassi, mrdeoks, cryptowhales20x, ABINASH_KANDWAR","cryptocom, cryptocomnft, cryptocom_rni, Cryptocom_Exch, cryptocomarena, FIDOAlliance"
eli5_defi,"TheDeFinvestor, crypthoem, rektdiomedes, Dynamo_Patrick, defi_mochi, alpha_pls, ThorHartvigsen, crypto_linn, DefiIgnas, LouisCooper_, BarryFried1, Slappjakke, phtevenstrong, Subli_Defi, blocmatesdotcom, CJCJCJCJ_, CryptoGirlNova, CryptoShiro_, RiddlerDeFi","anonydge, killedmyselfeth, 0xBebis_, QuekDerek, blueclarityone, BTCR_2049, Gladiatorm0de, khebade_saurabh, IMDKHALANDAR, Lazerduzit, Crypto_Tonio15, coin_consul, AlexBumaye1, ixlab_, mrolympia8x, thisisquratus, Kreatorchris, __CryptoBoy, 0xSolace_, DevLoki888","thedefiedge, TheDeFinvestor, crypthoem, rektdiomedes, crypto_condom, Dynamo_Patrick, defi_mochi, alpha_pls, 0xngmi, ThorHartvigsen, crypto_linn, DefiIgnas, LouisCooper_, BarryFried1, CryptoKaduna, Slappjakke, phtevenstrong, Subli_Defi, blocmatesdotcom"
saito_pickNEWS,"shupeiman, kuromasuo, BUSON2025, NftPinuts, DANKU_mj, ichiyaduke23, yu_cryptobloger, kodaiGrow, kei31, yosuke_crypto, solo_nftist, kouhei_NFT, kon39000, Via00Via, ritablog_life","yuta_saitoh28, ytkmr777, pujeetmanot, j_o_h_n_3_6_9, sona_sktk, SpikeSora42069, hara_harashun, fumiko_matsuura, goemon_5858, hanicamton, technicaljijii, gate_yan, SkullEther, kosk_t, IJP8elrsX035440, ionet_japan, prohei321","IHayato, shupeiman, umuco_digital, kuromasuo, omochibigaku, NftPinuts, imoto_akira, rii2_4, DANKU_mj, ichiyaduke23, yu_cryptobloger, kodaiGrow, road_ninjart, kei31, yosuke_crypto"
DeFi_Cheetah,"TheDeFinvestor, rektdiomedes, rickawsb, crypthoem, 0xJamesXXX, DefiIgnas, maid_crypto, alpha_pls, BarryFried1, LouisCooper_, ThorHartvigsen, Leoninweb3, BTCdayu, ViktorDefi, crypto_linn, Slappjakke, TechFlowPost, jason_chen998, DeFi_Made_Here","PlayLegionTCG, danrogers0203, AlexMM91, lajulesy, Cody_Gains, g_tenet, boreaswu, IMDKHALANDAR, Lazerduzit, BaileyCircus, toihto, cryptowater9, AlexBumaye1, JonCandleWick, Kryt0n_, Antoine_B_93, pujeetmanot, 0xSolace_, BigLin666666, neildotvn","TheDeFinvestor, rektdiomedes, rickawsb, crypthoem, crypto_condom, Dynamo_Patrick, 0xJamesXXX, defi_mochi, Phyrex_Ni, DefiIgnas, maid_crypto, alpha_pls, BarryFried1, LouisCooper_, ThorHartvigsen, Leoninweb3, 0xAA_Science, BTCdayu, ViktorDefi"
